"","name","budget","company","country","director","genre","gross","rating","released","runtime","score","star","votes","writer","year","number of reviews"
"2831","Things to Do in Denver When You're Dead",7e+06,"Miramax","USA","Gary Fleder","Crime","529766.0","R","1995-12-01",115,"6.8","Andy Garcia","23358","Scott Rosenberg",1995,144
"2832","Things We Lost in the Fire",1.6e+07,"DreamWorks","USA","Susanne Bier","Drama","3287315.0","R","2007-10-19",118,"7.2","Halle Berry","25351","Allan Loeb",2007,88
"2833","Think Like a Man",1.2e+07,"Screen Gems","USA","Tim Story","Comedy","91547205.0","PG-13","2012-04-20",100,"6.6","Chris Brown","36989","Keith Merryman",2012,62
"2834","Think Like a Man Too",2.4e+07,"LStar Capital","USA","Tim Story","Comedy","65182182.0","PG-13","2014-06-20",106,"5.8","Kevin Hart","16706","Keith Merryman",2014,38
"2835","Thinner",8500000,"Paramount Pictures","USA","Tom Holland","Fantasy","15171475.0","R","1996-10-25",93,"5.7","Joe Mantegna","22170","Stephen King",1996,122
"2836","Thir13en Ghosts",4.2e+07,"Warner Bros.","USA","Steve Beck","Horror","41867960.0","R","2001-10-26",91,"5.6","Tony Shalhoub","69143","Robb White",2001,478
"2837","Thirteen",1500000,"Fox Searchlight Pictures","USA","Catherine Hardwicke","Drama","4599680.0","R","2003-09-19",100,"6.8","Evan Rachel Wood","72230","Catherine Hardwicke",2003,545
"2838","Thirteen Conversations About One Thing",4500000,"Stonelock Pictures","USA","Jill Sprecher","Drama","3288164.0","R","2002-07-05",104,"7.1","Alan Arkin","8888","Karen Sprecher",2001,115
"2839","Thirteen Days",8e+07,"New Line Cinema","USA","Roger Donaldson","Drama","34592089.0","PG-13","2001-01-12",145,"7.3","Kevin Costner","47719","David Self",2000,315
"2840","This Christmas",1.3e+07,"Facilitator Films","USA","Preston A. Whitmore II","Comedy","49121934.0","PG-13","2007-11-21",100,"6.2","Regina King","7027","Preston A. Whitmore II",2007,32
"2841","This Is 40",3.5e+07,"Apatow Productions","USA","Judd Apatow","Comedy","67544505.0","R","2012-12-21",134,"6.2","Paul Rudd","109844","Judd Apatow",2012,248
"2842","This Is the End",3.2e+07,"Columbia Pictures","USA","Evan Goldberg","Comedy","101470202.0","R","2013-06-12",107,"6.6","James Franco","334845","Seth Rogen",2013,669
"2843","This Is Where I Leave You",19800000,"21 Laps Entertainment","USA","Shawn Levy","Comedy","34290142.0","R","2014-09-19",103,"6.6","Jason Bateman","59852","Jonathan Tropper",2014,145
"2844","This Means War",6.5e+07,"Overbrook Entertainment","USA","McG","Action","54760791.0","PG-13","2012-02-17",97,"6.3","Reese Witherspoon","157282","Timothy Dowling",2012,238
"2845","Thomas and the Magic Railroad",1.9e+07,"Gullane Pictures","UK","Britt Allcroft","Adventure","15911333.0","G","2000-07-26",85,"3.7","Alec Baldwin","3106","Britt Allcroft",2000,119
"2846","Thor",1.5e+08,"Paramount Pictures","USA","Kenneth Branagh","Action","181030624.0","PG-13","2011-05-06",115,"7.0","Chris Hemsworth","585830","Ashley Miller",2011,738
"2847","Thor: The Dark World",1.7e+08,"Marvel Studios","USA","Alan Taylor","Action","206362140.0","PG-13","2013-11-08",112,"7.0","Chris Hemsworth","456007","Christopher Yost",2013,532
"2848","Three Burials",1.5e+07,"EuropaCorp","France","Tommy Lee Jones","Adventure","5023275.0","R","2006-02-24",121,"7.4","Tommy Lee Jones","35479","Guillermo Arriaga",2005,199
"2849","Three Kings",7.5e+07,"Warner Bros.","USA","David O. Russell","Action","60652036.0","R","1999-10-01",114,"7.1","George Clooney","145142","John Ridley",1999,560
"2850","Three to Tango",2e+07,"Warner Bros.","Australia","Damon Santostefano","Comedy","10544143.0","PG-13","1999-10-22",98,"6.1","Neve Campbell","16906","Rodney Patrick Vaccaro",1999,121
"2851","Thumbsucker",4e+06,"Bob Yari Productions","USA","Mike Mills","Comedy","1325073.0","R","2005-10-07",96,"6.6","Lou Taylor Pucci","19354","Walter Kirn",2005,91
"2852","Thunderbirds",5.7e+07,"Working Title Films","UK","Jonathan Frakes","Action","6768055.0","PG","2004-07-30",95,"4.2","Bill Paxton","11740","Gerry Anderson",2004,229
"2853","Tim and Eric's Billion Dollar Movie",3e+06,"2929 Productions","USA","Tim Heidecker","Comedy","200803.0","R","2012-01-27",93,"5.3","Tim Heidecker","8478","Tim Heidecker",2012,71
"2854","Timber Falls",2600000,"Rifkin-Eberts","USA","Tony Giglio","Horror","50000.0","R","2008-05-23",100,"5.3","Josh Randall","5236","Dan Kay",2007,47
"2855","Timeline",8e+07,"Paramount Pictures","USA","Richard Donner","Action","19481943.0","PG-13","2003-11-26",116,"5.6","Paul Walker","55054","Michael Crichton",2003,457
"2856","Tin Cup",4.5e+07,"Regency Enterprises","USA","Ron Shelton","Comedy","53854588.0","R","1996-08-16",135,"6.3","Kevin Costner","40040","John Norville",1996,73
"2857","Tiny Furniture",65000,"Tiny Ponies","USA","Lena Dunham","Comedy","389804.0","NOT RATED","2012-03-30",98,"6.2","Lena Dunham","12702","Lena Dunham",2010,35
"2858","Titan A.E.",7.5e+07,"David Kirschner Productions","USA","Don Bluth","Animation","22751979.0","PG","2000-06-16",94,"6.6","Matt Damon","54115","Hans Bauer",2000,377
"2859","Titanic",2e+08,"Twentieth Century Fox Film Corporation","USA","James Cameron","Drama","658672302.0","PG-13","1997-12-19",194,"7.8","Leonardo DiCaprio","862554","James Cameron",1997,2528
"2860","To Die For",2e+07,"Columbia Pictures Corporation","USA","Gus Van Sant","Comedy","21284514.0","R","1995-10-06",106,"6.8","Nicole Kidman","36974","Joyce Maynard",1995,162
"2861","Tombstone",2.5e+07,"Hollywood Pictures","USA","George P. Cosmatos","Action","56505065.0","R","1993-12-25",130,"7.8","Kurt Russell","103911","Kevin Jarre",1993,439
"2862","Tomcats",1.1e+07,"Revolution Studios","USA","Gregory Poirier","Comedy","13558739.0","R","2001-03-30",95,"5.3","Shannon Elizabeth","15912","Gregory Poirier",2001,121
"2863","Tomorrow Never Dies",1.1e+08,"Eon Productions","UK","Roger Spottiswoode","Action","125332007.0","PG-13","1997-12-19",119,"6.5","Pierce Brosnan","157749","Bruce Feirstein",1997,328
"2864","Tomorrowland",1.9e+08,"Walt Disney Pictures","USA","Brad Bird","Action","93436322.0","PG","2015-05-22",130,"6.5","George Clooney","147385","Damon Lindelof",2015,497
"2865","Top Five",1.2e+07,"IAC Films","USA","Chris Rock","Comedy","25277561.0","R","2014-12-12",102,"6.4","Chris Rock","23426","Chris Rock",2014,93
"2866","Top Gun",1.5e+07,"Paramount Pictures","USA","Tony Scott","Action","179800601.0","PG","1986-05-16",110,"6.9","Tom Cruise","236909","Jim Cash",1986,388
"2867","Torque",4e+07,"Warner Bros.","USA","Joseph Kahn","Action","21215059.0","PG-13","2004-01-16",84,"4.0","Martin Henderson","24682","Matt Johnson",2004,207
"2868","Total Recall",1.25e+08,"Total Recall","USA","Len Wiseman","Action","58877969.0","PG-13","2012-08-03",118,"6.3","Colin Farrell","214699","Kurt Wimmer",2012,391
"2869","Total Recall",1.25e+08,"Total Recall","USA","Len Wiseman","Action","58877969.0","PG-13","2012-08-03",118,"6.3","Colin Farrell","214699","Kurt Wimmer",2012,391
"2870","Tower Heist",7.5e+07,"Universal Pictures","USA","Brett Ratner","Action","78046570.0","PG-13","2011-11-04",104,"6.2","Eddie Murphy","116459","Adam Cooper",2011,194
"2871","Town & Country",9e+07,"New Line Cinema","USA","Peter Chelsom","Comedy","6719973.0","R","2001-04-27",104,"4.4","Warren Beatty","4284","Michael Laughlin",2001,89
"2872","Toy Story",3e+07,"Pixar Animation Studios","USA","John Lasseter","Animation","191796233.0","G","1995-11-22",81,"8.3","Tom Hanks","694113","John Lasseter",1995,391
"2873","Toy Story 2",9e+07,"Pixar Animation Studios","USA","John Lasseter","Animation","245852179.0","G","1999-11-24",92,"7.9","Tom Hanks","420432","John Lasseter",1999,515
"2874","Toy Story 3",2e+08,"Walt Disney Pictures","USA","Lee Unkrich","Animation","415004880.0","G","2010-06-18",103,"8.3","Tom Hanks","603472","John Lasseter",2010,733
"2875","Traffic",4.8e+07,"Bedford Falls Company, The","USA","Steven Soderbergh","Crime","124115725.0","R","2001-01-05",147,"7.6","Michael Douglas","177611","Simon Moore",2000,867
"2876","Training Day",4.5e+07,"Warner Bros.","USA","Antoine Fuqua","Crime","76631907.0","R","2001-10-05",122,"7.7","Denzel Washington","328937","David Ayer",2001,633
"2877","Trainspotting",3500000,"Channel Four Films","UK","Danny Boyle","Drama","16501785.0","R","1996-08-09",94,"8.2","Ewan McGregor","530849","John Hodge",1996,514
"2878","Transamerica",1e+06,"Belladonna Productions","USA","Duncan Tucker","Adventure","9015303.0","R","2006-03-03",103,"7.4","Felicity Huffman","37575","Duncan Tucker",2005,230
"2879","Transcendence",1e+08,"Alcon Entertainment","UK","Wally Pfister","Drama","23022309.0","PG-13","2014-04-18",119,"6.3","Johnny Depp","189106","Jack Paglen",2014,462
"2880","Transformers",1.5e+08,"DreamWorks","USA","Michael Bay","Action","319071806.0","PG-13","2007-07-03",144,"7.1","Shia LaBeouf","541000","Roberto Orci",2007,1782
"2881","Transformers: Age of Extinction",2.1e+08,"Paramount Pictures","USA","Michael Bay","Action","245439076.0","PG-13","2014-06-27",165,"5.7","Mark Wahlberg","263822","Ehren Kruger",2014,918
"2882","Transformers: Dark of the Moon",1.95e+08,"Paramount Pictures","USA","Michael Bay","Action","352390543.0","PG-13","2011-06-29",154,"6.3","Shia LaBeouf","345669","Ehren Kruger",2011,899
"2883","Transformers: Revenge of the Fallen",2e+08,"DreamWorks","USA","Michael Bay","Action","402111870.0","PG-13","2009-06-24",150,"6.0","Shia LaBeouf","343549","Ehren Kruger",2009,1439
"2884","Transporter 2",3.2e+07,"EuropaCorp","France","Louis Leterrier","Action","43095600.0","PG-13","2005-09-02",87,"6.3","Jason Statham","167685","Luc Besson",2005,340
"2885","Transsiberian",1.5e+07,"Filmax International","UK","Brad Anderson","Crime","2203641.0","R","2008-09-05",111,"6.7","Woody Harrelson","44948","Brad Anderson",2008,162
"2886","Treasure Planet",1.4e+08,"Walt Disney Feature Animation","USA","Ron Clements","Animation","38176783.0","PG","2002-11-27",95,"7.1","Joseph Gordon-Levitt","79637","Robert Louis Stevenson",2002,217
"2887","Trees Lounge",1300000,"Addis Wechsler Pictures","USA","Steve Buscemi","Comedy","695229.0","R","1996-10-11",95,"7.2","Steve Buscemi","11933","Steve Buscemi",1996,65
"2888","Tremors",1.1e+07,"Universal Pictures","USA","Ron Underwood","Comedy","16667084.0","PG-13","1990-01-19",96,"7.1","Kevin Bacon","98220","S.S. Wilson",1990,248
"2889","Triple 9",2e+07,"Worldview Entertainment","USA","John Hillcoat","Action","12626905.0","R","2016-02-26",115,"6.3","Casey Affleck","51631","Matt Cook",2016,106
"2890","Trippin'",3e+06,"Beacon Communications","USA","David Raynr","Comedy","9016377.0","R","1999-05-12",94,"5.2","Deon Richmond","1043","Gary Hardwick",1999,8
"2891","TRON: Legacy",1.7e+08,"Walt Disney Pictures","USA","Joseph Kosinski","Action","172062763.0","PG","2010-12-17",100,"6.8","Jeff Bridges","278124","Edward Kitsis",2010,665
"2892","TRON: Legacy",1.7e+08,"Walt Disney Pictures","USA","Joseph Kosinski","Action","172062763.0","PG","2010-12-17",100,"6.8","Jeff Bridges","278124","Edward Kitsis",2010,665
"2893","Troop Beverly Hills",1.8e+07,"Fries Entertainment","USA","Jeff Kanew","Adventure","8508843.0","PG","1989-03-24",105,"5.5","Shelley Long","7942","Ava Ostern Fries",1989,35
"2894","Tropic Thunder",9.2e+07,"DreamWorks","USA","Ben Stiller","Action","110515313.0","R","2008-08-13",107,"7.0","Ben Stiller","327846","Justin Theroux",2008,577
"2895","Trouble with the Curve",6e+07,"Warner Bros.","USA","Robert Lorenz","Drama","35763137.0","PG-13","2012-09-21",111,"6.8","Clint Eastwood","51704","Randy Brown",2012,150
"2896","Troy",1.75e+08,"Warner Bros.","USA","Wolfgang Petersen","Drama","133378256.0","R","2004-05-14",163,"7.2","Brad Pitt","414038","Homer",2004,1694
"2897","True Grit",3.8e+07,"Paramount Pictures","USA","Ethan Coen","Adventure","171243005.0","PG-13","2010-12-22",110,"7.6","Jeff Bridges","259855","Joel Coen",2010,724
"2898","True Lies",1.15e+08,"Twentieth Century Fox Film Corporation","USA","James Cameron","Action","146282411.0","R","1994-07-15",141,"7.2","Arnold Schwarzenegger","202934","Claude Zidi",1994,351
"2899","True Romance",1.3e+07,"Morgan Creek Productions","USA","Tony Scott","Crime","12281500.0","R","1993-09-10",120,"8.0","Christian Slater","174471","Quentin Tarantino",1993,460
"2900","Trust",7e+05,"Channel Four Films","UK","Hal Hartley","Comedy","356122.0","R","1991-09-20",107,"7.5","Adrienne Shelly","7712","Hal Hartley",1990,137
"2901","Trust",9500000,"Millennium Films","USA","David Schwimmer","Crime","120016.0","R","2012-03-09",106,"6.9","Clive Owen","36805","Andy Bellin",2010,137
"2902","Tsotsi",3e+06,"The UK Film & TV Production Company PLC","UK","Gavin Hood","Crime","2912363.0","R","2006-03-31",94,"7.3","Presley Chweneyagae","25853","Gavin Hood",2005,177
"2903","Tuck Everlasting",1.5e+07,"Walt Disney Pictures","USA","Jay Russell","Drama","19158074.0","PG","2002-10-11",90,"6.7","Alexis Bledel","18985","Natalie Babbitt",2002,127
"2904","Tumbleweeds",312000,"Spanky Pictures","USA","Gavin O'Connor","Drama","1281176.0","PG-13","2000-03-03",102,"6.7","Janet McTeer","3018","Angela Shelton",1999,73
"2905","Turbo",1.35e+08,"DreamWorks Animation","USA","David Soren","Animation","83028128.0","PG","2013-07-17",96,"6.5","Ryan Reynolds","67648","Darren Lemke",2013,90
"2906","Turbulence",7.1e+07,"Metro-Goldwyn-Mayer (MGM)","USA","Robert Butler","Action","11466088.0","R","1997-01-10",100,"4.8","Ray Liotta","9453","Jonathan Brett",1997,84
"2907","Tusk",3e+06,"SModcast Pictures","USA","Kevin Smith","Comedy","1821983.0","R","2014-09-19",102,"5.4","Justin Long","35556","Kevin Smith",2014,261
"2908","Twilight",2e+07,"Cinehaus","USA","Robert Benton","Crime","15030732.0","R","1998-03-06",94,"6.2","Paul Newman","8769","Robert Benton",1998,1535
"2909","Twilight",2e+07,"Cinehaus","USA","Robert Benton","Crime","15030732.0","R","1998-03-06",94,"6.2","Paul Newman","8769","Robert Benton",1998,1535
"2910","Twilight",3.7e+07,"Summit Entertainment","USA","Catherine Hardwicke","Drama","191465414.0","PG-13","2008-11-21",122,"5.2","Kristen Stewart","366772","Melissa Rosenberg",2008,1535
"2911","Twilight",3.7e+07,"Summit Entertainment","USA","Catherine Hardwicke","Drama","191465414.0","PG-13","2008-11-21",122,"5.2","Kristen Stewart","366772","Melissa Rosenberg",2008,1535
"2912","Twins",1.5e+07,"Universal Pictures","USA","Ivan Reitman","Comedy","111936400.0","PG","1988-12-09",107,"6.0","Arnold Schwarzenegger","94295","William Davies",1988,79
"2913","Twister",9.2e+07,"Warner Bros.","USA","Jan de Bont","Action","241721524.0","PG-13","1996-05-10",113,"6.3","Helen Hunt","152463","Michael Crichton",1996,395
"2914","Two Can Play That Game",1.3e+07,"Screen Gems","USA","Mark Brown","Comedy","22235901.0","R","2001-09-07",90,"6.1","Vivica A. Fox","4642","Mark Brown",2001,31
"2915","Two Evil Eyes",9e+06,"ADC Films","Italy","Dario Argento","Horror","349618.0","R","1991-10-25",120,"6.1","Adrienne Barbeau","4726","Dario Argento",1990,45
"2916","Two Girls and a Guy",1e+06,"Fox Searchlight Pictures","USA","James Toback","Comedy","1950218.0","NC-17","1998-04-24",84,"5.6","Robert Downey Jr.","6203","James Toback",1997,102
"2917","Two Lovers",1.2e+07,"2929 Productions","USA","James Gray","Drama","3148482.0","R","2009-03-20",110,"7.1","Joaquin Phoenix","31508","James Gray",2008,98
"2918","Two Weeks Notice",6e+07,"Castle Rock Entertainment","USA","Marc Lawrence","Comedy","93354851.0","PG-13","2002-12-20",101,"6.1","Sandra Bullock","91854","Marc Lawrence",2002,269
"2919","UHF",5e+06,"Cinecorp SAC","USA","Jay Levey","Comedy","6157157.0","PG-13","1989-07-21",97,"7.0","'Weird Al' Yankovic","22399","'Weird Al' Yankovic",1989,198
"2920","Ulee's Gold",2700000,"Clinica Estetico","USA","Victor Nunez","Drama","9054736.0","R","1997-07-18",113,"7.1","Peter Fonda","5988","Victor Nunez",1997,57
"2921","Ultraviolet",3e+07,"Screen Gems","USA","Kurt Wimmer","Action","18500966.0","PG-13","2006-03-03",88,"4.4","Milla Jovovich","73282","Kurt Wimmer",2006,830
"2922","Unaccompanied Minors",2.6e+07,"Warner Bros.","USA","Paul Feig","Adventure","16647384.0","PG","2006-12-08",90,"5.1","Dyllan Christopher","8970","Jacob Meszaros",2006,56
"2923","Unbreakable",7.5e+07,"Touchstone Pictures","USA","M. Night Shyamalan","Drama","95011339.0","PG-13","2000-11-22",106,"7.2","Bruce Willis","280513","M. Night Shyamalan",2000,1344
"2924","Unbroken",6.5e+07,"3 Arts Entertainment","USA","Angelina Jolie","Biography","115637895.0","PG-13","2014-12-25",137,"7.2","Jack O'Connell","117590","Joel Coen",2014,351
"2925","Unbroken",6.5e+07,"3 Arts Entertainment","USA","Angelina Jolie","Biography","115637895.0","PG-13","2014-12-25",137,"7.2","Jack O'Connell","117590","Joel Coen",2014,351
"2926","Under Siege 2: Dark Territory",6e+07,"Warner Bros.","USA","Geoff Murphy","Action","50024083.0","R","1995-07-14",100,"5.4","Steven Seagal","38220","Richard Hatem",1995,126
"2927","Under the Skin",13300000,"Film4","UK","Jonathan Glazer","Drama","2605039.0","R","2014-03-14",108,"6.3","Scarlett Johansson","98496","Walter Campbell",2013,616
"2928","Under the Tuscan Sun",1.8e+07,"Touchstone Pictures","USA","Audrey Wells","Comedy","43610723.0","PG-13","2003-09-26",113,"6.8","Diane Lane","39134","Frances Mayes",2003,317
"2929","Undercover Brother",2.5e+07,"Universal Pictures","USA","Malcolm D. Lee","Action","38230435.0","PG-13","2002-05-31",86,"5.8","Eddie Griffin","30636","John Ridley",2002,179
"2930","Underworld",2.2e+07,"Lakeshore Entertainment","USA","Len Wiseman","Action","51970690.0","R","2003-09-19",121,"7.0","Kate Beckinsale","225226","Kevin Grevioux",2003,806
"2931","Underworld: Evolution",5e+07,"Screen Gems","USA","Len Wiseman","Action","62318875.0","R","2006-01-20",106,"6.7","Kate Beckinsale","169745","Danny McBride",2006,502
"2932","Underworld: Rise of the Lycans",3.5e+07,"Sketch Films","USA","Patrick Tatopoulos","Action","45802315.0","R","2009-01-23",92,"6.6","Rhona Mitra","132542","Danny McBride",2009,169
"2933","Undisputed",2e+07,"Amen Ra Films","USA","Walter Hill","Action","12398628.0","R","2002-08-23",100,"6.2","Wesley Snipes","24459","David Giler",2002,88
"2934","Unfaithful",5e+07,"Fox 2000 Pictures","USA","Adrian Lyne","Drama","52801000.0","R","2002-05-10",124,"6.7","Richard Gere","67756","Claude Chabrol",2002,533
"2935","Unfinished Business",3.5e+07,"Regency Enterprises","USA","Ken Scott","Comedy","10214013.0","R","2015-03-06",91,"5.4","Vince Vaughn","26051","Steve Conrad",2015,89
"2936","Unforgiven",14400000,"Warner Bros.","USA","Clint Eastwood","Drama","101157447.0","R","1992-08-07",131,"8.2","Clint Eastwood","304536","David Webb Peoples",1992,495
